OBJECTID,Join_Count,TARGET_FID,id,Figure_Text,watershed_name,lat,lon,area_km2,OBJECTID_1,ECO_NAME,BIOME_NUM,BIOME_NAME,REALM,ECO_BIOME_,NNH,ECO_ID,SHAPE_LENG,NNH_NAME,COLOR,COLOR_BIO,COLOR_NNH,LICENSE
296,1,296,296,2,"Lutz Creek, Panama",9.1625164,-79.838061,0.0937,345,Isthmian-Atlantic moist forests,1,Tropical & Subtropical Moist Broadleaf Forests,Neotropic,NO01,2,470,51.18739259,Nature Could Reach Half Protected,#23DB01,#38A700,#7BC141,CC-BY 4.0
297,1,297,297,2,"Rancho Grande, Brazil",-10.30363797,-62.85854571,0.0137,406,Madeira-Tapajós moist forests,1,Tropical & Subtropical Moist Broadleaf Forests,Neotropic,NO01,2,476,115.8439997,Nature Could Reach Half Protected,#267400,#38A700,#7BC141,CC-BY 4.0
298,1,298,298,2,"Lutz Creek, Panama",9.1625164,-79.838061,0.0937,345,Isthmian-Atlantic moist forests,1,Tropical & Subtropical Moist Broadleaf Forests,Neotropic,NO01,2,470,51.18739259,Nature Could Reach Half Protected,#23DB01,#38A700,#7BC141,CC-BY 4.0
299,1,299,299,2,"Rio Vauz Basin, Italy",46.4897806,11.8443499,1.9,18,Alps conifer and mixed forests,5,Temperate Conifer Forests,Palearctic,PA05,2,689,45.80077612,Nature Could Reach Half Protected,#007C33,#458970,#7BC141,CC-BY 4.0
300,1,300,300,2,"Nucice experimental catchment, Czech Republic",49.963675,14.870345,0.531,139,Central European mixed forests,4,Temperate Broadleaf & Mixed Forests,Palearctic,PA04,3,654,183.7378101,Nature Could Recover,#4DE600,#00734C,#F9A91B,CC-BY 4.0
301,1,301,301,2,"Neversink River watershed, Catskills, New York, United States",41.824031,-74.639741,166,17,Allegheny Highlands forests,4,Temperate Broadleaf & Mixed Forests,Nearctic,NE04,2,328,24.03858664,Nature Could Reach Half Protected,#C8EBB1,#00734C,#7BC141,CC-BY 4.0
302,1,302,302,2,"Walker branch watershed, Tennessee, United States",35.954272,-84.277347,0.384,33,Appalachian-Blue Ridge forests,4,Temperate Broadleaf & Mixed Forests,Nearctic,NE04,2,331,66.56053763,Nature Could Reach Half Protected,#00734C,#00734C,#7BC141,CC-BY 4.0
303,1,303,303,2,"Scott Creek Catchment, Australia",-35.100723,138.6720257,27,270,Flinders-Lofty montane woodlands,12,"Mediterranean Forests, Woodlands & Scrub",Australasia,AU12,2,200,37.00035357,Nature Could Reach Half Protected,#A80000,#FE0000,#7BC141,CC-BY 4.0
304,1,304,304,2,"Chezine Catchment, Nantes, France",47.22118,-1.578756,29,52,European Atlantic mixed forests,4,Temperate Broadleaf & Mixed Forests,Palearctic,PA04,3,664,134.9601634,Nature Could Recover,#67BA48,#00734C,#F9A91B,CC-BY 4.0
305,1,305,305,2,"Weißeritz River, Ore Mountains, Germany",50.727826,13.701324,0.46,786,Western European broadleaf forests,4,Temperate Broadleaf & Mixed Forests,Palearctic,PA04,3,686,116.4617981,Nature Could Recover,#89F261,#00734C,#F9A91B,CC-BY 4.0
306,1,306,306,2,"Hupsel Brook catchment, Netherlands",52.0642,6.6289,6.5,52,European Atlantic mixed forests,4,Temperate Broadleaf & Mixed Forests,Palearctic,PA04,3,664,134.9601634,Nature Could Recover,#67BA48,#00734C,#F9A91B,CC-BY 4.0
307,1,307,307,2,"Glendhu experimental catchments, New Zealand",-45.83168,169.736148,3.1,99,Canterbury-Otago tussock grasslands,8,"Temperate Grasslands, Savannas & Shrublands",Australasia,AU08,3,190,31.08435672,Nature Could Recover,#FCDC79,#FEFF73,#F9A91B,CC-BY 4.0
308,1,308,308,2,"Hut Creek, Broken River, New Zealand",-43.149452,171.714223,0.217,653,New Zealand South Island montane grasslands,10,Montane Grasslands & Shrublands,Australasia,AU10,3,194,23.0746702,Nature Could Recover,#B47228,#D6C39D,#F9A91B,CC-BY 4.0
309,1,309,309,2,"Ressi catchment, Posina River, Italy",45.78878,11.26283,0.0196,18,Alps conifer and mixed forests,5,Temperate Conifer Forests,Palearctic,PA05,2,689,45.80077612,Nature Could Reach Half Protected,#007C33,#458970,#7BC141,CC-BY 4.0
310,1,310,310,2,"Hilly Ecosystem Research Station, Taihang, China",37.894618,114.23606,0.6,136,Central China Loess Plateau mixed forests,4,Temperate Broadleaf & Mixed Forests,Palearctic,PA04,4,653,79.55407755,Nature Imperiled,#B2F693,#00734C,#EE1E23,CC-BY 4.0
311,1,311,311,2,"Haute-Mentue catchment, Switzerland",46.646553,6.707254,12.5,786,Western European broadleaf forests,4,Temperate Broadleaf & Mixed Forests,Palearctic,PA04,3,686,116.4617981,Nature Could Recover,#89F261,#00734C,#F9A91B,CC-BY 4.0
312,1,312,312,2,"Chicamo watershed, Spain",38.192772,-1.05045,0.001,330,Iberian sclerophyllous and semi-deciduous forests,12,"Mediterranean Forests, Woodlands & Scrub",Palearctic,PA12,3,793,107.9165613,Nature Could Recover,#E54C00,#FE0000,#F9A91B,CC-BY 4.0
313,1,313,313,2,"Pukemanga Stream, New Zealand",-37.78434,175.06937,0.03,525,Northland temperate kauri forests,4,Temperate Broadleaf & Mixed Forests,Australasia,AU04,3,173,36.46631163,Nature Could Recover,#B3D49D,#00734C,#F9A91B,CC-BY 4.0
314,1,314,314,2,"Harra catchment, Babati, Tanzania",-4.353044,35.75521,2.8,816,Dry miombo woodlands,7,"Tropical & Subtropical Grasslands, Savannas & Shrublands",Afrotropic,AF07,3,42,535.9361838,Nature Could Recover,#FD965B,#FEAA01,#F9A91B,CC-BY 4.0
315,1,315,315,2,"Grasslands Research Station, Marondera, Zimbabwe",-18.167186,31.474148,3.33,816,Dry miombo woodlands,7,"Tropical & Subtropical Grasslands, Savannas & Shrublands",Afrotropic,AF07,3,42,535.9361838,Nature Could Recover,#FD965B,#FEAA01,#F9A91B,CC-BY 4.0
316,1,316,316,2,"Baratz catchment, Sardinia, Italy",40.695773,8.235656,7.4,760,Tyrrhenian-Adriatic sclerophyllous and mixed forests,12,"Mediterranean Forests, Woodlands & Scrub",Palearctic,PA12,3,806,91.85707074,Nature Could Recover,#B02745,#FE0000,#F9A91B,CC-BY 4.0
317,1,317,317,2,"Yayama Experimental Catchment, Kyushu, Japan",33.50307,130.64761,0.0298,719,Taiheiyo evergreen forests,4,Temperate Broadleaf & Mixed Forests,Palearctic,PA04,2,682,114.323183,Nature Could Reach Half Protected,#267300,#00734C,#7BC141,CC-BY 4.0
318,1,318,318,2,"Narrogin, Murray River, Australia",-32.962861,116.923541,0.012,694,Southwest Australia woodlands,12,"Mediterranean Forests, Woodlands & Scrub",Australasia,AU12,3,206,29.66362346,Nature Could Recover,#A80000,#FE0000,#F9A91B,CC-BY 4.0
319,1,319,319,2,"Upper Penticton Creek Watershed Experiment, British Columbia, Canada",49.6461304,-119.3946035,4.74,540,Okanogan dry forests,5,Temperate Conifer Forests,Nearctic,NE05,3,362,15.92589388,Nature Could Recover,#6BE381,#458970,#F9A91B,CC-BY 4.0
320,1,320,320,2,"Watershed N04D, Konza Prairie LTER, Kansas, United States",39.087397,-96.584597,1.2,271,Flint Hills tallgrass prairie,8,"Temperate Grasslands, Savannas & Shrublands",Nearctic,NE08,4,392,9.46111589,Nature Imperiled,#A87001,#FEFF73,#EE1E23,CC-BY 4.0
321,1,321,321,2,"Arnás catchment, Spain",42.63864,-0.586388,2.84,581,Pyrenees conifer and mixed forests,4,Temperate Broadleaf & Mixed Forests,Palearctic,PA04,3,676,17.53954993,Nature Could Recover,#1F7B10,#00734C,#F9A91B,CC-BY 4.0
322,1,322,322,2,"M’b ?e experimental watershed, Cote d’Ivoire",7.848708,-5.089102,1.3,295,Guinean forest-savanna,7,"Tropical & Subtropical Grasslands, Savannas & Shrublands",Afrotropic,AF07,4,44,139.9873162,Nature Imperiled,#FCEE50,#FEAA01,#EE1E23,CC-BY 4.0
323,1,323,323,2,"Peñalara catchment, Spain",40.83699583,-3.950986803,107,329,Iberian conifer forests,12,"Mediterranean Forests, Woodlands & Scrub",Palearctic,PA12,3,792,33.50331767,Nature Could Recover,#CD8966,#FE0000,#F9A91B,CC-BY 4.0
324,1,324,324,2,"Subcatchment of Zhurucay Ecohydrological Observatory, Ecuador",-3.079411,-79.233237,3.28,507,Northern Andean páramo,10,Montane Grasslands & Shrublands,Neotropic,NO10,1,593,125.9052442,Half Protected,#BF9B77,#D6C39D,#257339,CC-BY 4.0
325,1,325,325,2,"Coet Dan, Brittany, France",47.976,-2.812313,12,52,European Atlantic mixed forests,4,Temperate Broadleaf & Mixed Forests,Palearctic,PA04,3,664,134.9601634,Nature Could Recover,#67BA48,#00734C,#F9A91B,CC-BY 4.0
326,1,326,326,2,"Kervidy-Naizin catchment, Brittany, France",48.007093,-2.83103,5,52,European Atlantic mixed forests,4,Temperate Broadleaf & Mixed Forests,Palearctic,PA04,3,664,134.9601634,Nature Could Recover,#67BA48,#00734C,#F9A91B,CC-BY 4.0
327,1,327,327,2,"Aglar watershed, India",30.50904,78.145593,-9999,763,Upper Gangetic Plains moist deciduous forests,1,Tropical & Subtropical Moist Broadleaf Forests,Indomalayan,IN01,4,287,24.67781771,Nature Imperiled,#70A800,#38A700,#EE1E23,CC-BY 4.0
328,1,328,328,2,"La Copita Research Area, Texas Agricultural Experiment Station, United States",27.65861415,-98.20936045,11,789,Western Gulf coastal grasslands,7,"Tropical & Subtropical Grasslands, Savannas & Shrublands",Nearctic,NE07,4,384,71.70027555,Nature Imperiled,#FBFC58,#FEAA01,#EE1E23,CC-BY 4.0
329,1,329,329,2,"Peyto Glacier Research Basin, Canada",51.68685865,-116.5371596,23.6,839,Northern Rockies conifer forests,5,Temperate Conifer Forests,Nearctic,NE05,2,361,56.92452713,Nature Could Reach Half Protected,#ACC13E,#458970,#7BC141,CC-BY 4.0
330,1,330,330,2,"Marmot Creek Experimental Watershed, Canada",50.94939,-115.1509,9.4,839,Northern Rockies conifer forests,5,Temperate Conifer Forests,Nearctic,NE05,2,361,56.92452713,Nature Could Reach Half Protected,#ACC13E,#458970,#7BC141,CC-BY 4.0
331,1,331,331,2,"St. Denis National Wildlife Area, Canada",52.033333,-106.1,4,518,Northern Shortgrass prairie,8,"Temperate Grasslands, Savannas & Shrublands",Nearctic,NE08,3,396,112.4800367,Nature Could Recover,#FCBA26,#FEFF73,#F9A91B,CC-BY 4.0
332,1,332,332,2,"M?kaha valley, O‘ahu, Hawai‘i, United States",21.476346,-158.219081,23.9,307,Hawai'i tropical low shrublands,7,"Tropical & Subtropical Grasslands, Savannas & Shrublands",Oceania,NO07,4,640,10.13927243,Nature Imperiled,#FFAA01,#FEAA01,#EE1E23,CC-BY 4.0
333,1,333,333,2,"Langtang catchment, Himalaya, Nepal",28.16295,85.3451531,585,238,Eastern Himalayan broadleaf forests,4,Temperate Broadleaf & Mixed Forests,Indomalayan,IN04,2,306,121.7123006,Nature Could Reach Half Protected,#267300,#00734C,#7BC141,CC-BY 4.0
334,1,334,334,2,"Samoylov Island, Lena River Delta, Siberia, Russia",72.38005,126.48336,0.6,721,Taimyr-Central Siberian tundra,11,Tundra,Palearctic,PA11,2,781,379.0415895,Nature Could Reach Half Protected,#519AAB,#9ED7C2,#7BC141,CC-BY 4.0
335,1,335,335,2,"Archer Creek watershed, New York, United States",43.993389,-74.245337,1.35,476,New England-Acadian forests,4,Temperate Broadleaf & Mixed Forests,Nearctic,NE04,4,338,146.8583702,Nature Imperiled,#5DA655,#00734C,#EE1E23,CC-BY 4.0
336,1,336,336,2,"Salar de Atacama, Chile",-23.5,-68.25,17000,127,Central Andean dry puna,10,Montane Grasslands & Shrublands,Neotropic,NO10,2,587,44.77996558,Nature Could Reach Half Protected,#F4A733,#D6C39D,#7BC141,CC-BY 4.0
337,1,337,337,2,"Valles Caldera, Jemez, New Mexico, United States",35.8291983,-106.6425054,349,175,Colorado Rockies forests,5,Temperate Conifer Forests,Nearctic,NE05,3,353,58.14620954,Nature Could Recover,#6C9B53,#458970,#F9A91B,CC-BY 4.0
338,1,338,338,2,"Aiuaba Experimental Basin, Brazil",-6.7,-40.291667,12,86,Caatinga,2,Tropical & Subtropical Dry Broadleaf Forests,Neotropic,NO02,4,525,113.6964549,Nature Imperiled,#81B50A,#CCCD65,#EE1E23,CC-BY 4.0
339,1,339,339,2,"TG Halli watershed, India",12.9704671,77.3395812,1447,651,South Deccan Plateau dry deciduous forests,2,Tropical & Subtropical Dry Broadleaf Forests,Indomalayan,IN02,4,298,18.07441037,Nature Imperiled,#98FA05,#CCCD65,#EE1E23,CC-BY 4.0
340,1,340,340,2,"RBF subcatchment, Lang Lang River catchment, Australia",-38.34202671,145.8575457,0.0137,226,Eastern Australian temperate forests,4,Temperate Broadleaf & Mixed Forests,Australasia,AU04,4,168,194.0740712,Nature Imperiled,#76ED33,#00734C,#EE1E23,CC-BY 4.0
341,1,341,341,2,"Cerro Dantas, Quebrada Grande, Costa Rica",10.09076,-84.044873,3.9,724,Talamancan montane forests,1,Tropical & Subtropical Moist Broadleaf Forests,Neotropic,NO01,1,506,36.135686,Half Protected,#4C7300,#38A700,#257339,CC-BY 4.0
342,1,342,342,2,"Pallas catchment, Finland",67.9999983,24.2019916,4.42,615,Scandinavian and Russian taiga,6,Boreal Forests/Taiga,Palearctic,PA06,3,717,526.3746985,Nature Could Recover,#9F56E3,#7AB6F5,#F9A91B,CC-BY 4.0
343,1,343,343,2,"Rancho Grande, Brazil",-10.30363797,-62.85854571,0.0137,406,Madeira-Tapajós moist forests,1,Tropical & Subtropical Moist Broadleaf Forests,Neotropic,NO01,2,476,115.8439997,Nature Could Reach Half Protected,#267400,#38A700,#7BC141,CC-BY 4.0
344,1,344,344,2,"The terra firme forest of Maraca Island, Brazil",3.359857,-61.361527,10,294,Guianan savanna,7,"Tropical & Subtropical Grasslands, Savannas & Shrublands",Neotropic,NO07,1,570,55.25795326,Half Protected,#FCD379,#FEAA01,#257339,CC-BY 4.0
345,1,345,345,2,"Aiuaba Experimental Basin, Brazil",-6.7,-40.291667,12,86,Caatinga,2,Tropical & Subtropical Dry Broadleaf Forests,Neotropic,NO02,4,525,113.6964549,Nature Imperiled,#81B50A,#CCCD65,#EE1E23,CC-BY 4.0
346,1,346,346,2,"Jaruco, Cuba",23.100368,-82.010872,43.5,193,Cuban dry forests,2,Tropical & Subtropical Dry Broadleaf Forests,Neotropic,NO02,4,530,68.76002773,Nature Imperiled,#A5D13E,#CCCD65,#EE1E23,CC-BY 4.0
347,1,347,347,2,"Iguatu experimental watershed, Brazil",-6.398743215,-39.25807799,0.028,86,Caatinga,2,Tropical & Subtropical Dry Broadleaf Forests,Neotropic,NO02,4,525,113.6964549,Nature Imperiled,#81B50A,#CCCD65,#EE1E23,CC-BY 4.0
348,1,348,348,2,"Ribeirão da Onça, Brazil",-22.152308,-47.918706,65,154,Cerrado,7,"Tropical & Subtropical Grasslands, Savannas & Shrublands",Neotropic,NO07,3,567,345.4494647,Nature Could Recover,#E69800,#FEAA01,#F9A91B,CC-BY 4.0
349,1,349,349,2,"Asu, Brazil",-2.602594,-60.205436,6.58,761,Uatumã-Trombetas moist forests,1,Tropical & Subtropical Moist Broadleaf Forests,Neotropic,NO01,2,511,87.25094538,Nature Could Reach Half Protected,#259500,#38A700,#7BC141,CC-BY 4.0
350,1,350,350,2,"Rancho Grande, Brazil",-10.30363797,-62.85854571,0.0137,406,Madeira-Tapajós moist forests,1,Tropical & Subtropical Moist Broadleaf Forests,Neotropic,NO01,2,476,115.8439997,Nature Could Reach Half Protected,#267400,#38A700,#7BC141,CC-BY 4.0
351,1,351,351,2,"Aiuaba Experimental Basin, Brazil",-6.7,-40.291667,12,86,Caatinga,2,Tropical & Subtropical Dry Broadleaf Forests,Neotropic,NO02,4,525,113.6964549,Nature Imperiled,#81B50A,#CCCD65,#EE1E23,CC-BY 4.0
352,1,352,352,2,"Drainage basin of Lake Calado, Brazil",-3.2816792,-60.5544941,0.234,352,Japurá-Solimões-Negro moist forests,1,Tropical & Subtropical Moist Broadleaf Forests,Neotropic,NO01,1,473,78.18952214,Half Protected,#267400,#38A700,#257339,CC-BY 4.0
353,1,353,353,2,"4 sub-basins of Banabuiu? watershed, Brazil",-5.138346,-38.125227,-9999,86,Caatinga,2,Tropical & Subtropical Dry Broadleaf Forests,Neotropic,NO02,4,525,113.6964549,Nature Imperiled,#81B50A,#CCCD65,#EE1E23,CC-BY 4.0
354,1,354,354,2,"Forquilha watershed, Brazil",-5.204174,-39.467518,220,86,Caatinga,2,Tropical & Subtropical Dry Broadleaf Forests,Neotropic,NO02,4,525,113.6964549,Nature Imperiled,#81B50A,#CCCD65,#EE1E23,CC-BY 4.0
355,1,355,355,2,"Urucuia Aquifer system, Brazil",-12.022621,-44.925076,-9999,154,Cerrado,7,"Tropical & Subtropical Grasslands, Savannas & Shrublands",Neotropic,NO07,3,567,345.4494647,Nature Could Recover,#E69800,#FEAA01,#F9A91B,CC-BY 4.0
356,1,356,356,2,"Lajeado Ferreira, Brazil",-28.8244564,-52.2076059,1.23,39,Araucaria moist forests,1,Tropical & Subtropical Moist Broadleaf Forests,Neotropic,NO01,3,440,68.50344937,Nature Could Recover,#70A800,#38A700,#F9A91B,CC-BY 4.0
357,1,357,357,2,"Cumaru catchment, Brazil",-1.1972,-47.563305,0.34,836,Tocantins/Pindare moist forests,1,Tropical & Subtropical Moist Broadleaf Forests,Neotropic,NO01,2,508,25.34800641,Nature Could Reach Half Protected,#4DE600,#38A700,#7BC141,CC-BY 4.0
358,1,358,358,2,"Upper Ramuschaka Watershed, Peru, Peru",-13.432769,-72.269199,2.12,129,Central Andean wet puna,10,Montane Grasslands & Shrublands,Neotropic,NO10,3,589,80.87793373,Nature Could Recover,#F5C47F,#D6C39D,#F9A91B,CC-BY 4.0
359,1,359,359,2,"Augusta Creek, Michigan, United States",42.3533734,-85.3538894,95,679,Southern Great Lakes forests,4,Temperate Broadleaf & Mixed Forests,Nearctic,NE04,4,342,69.78135065,Nature Imperiled,#87C477,#00734C,#EE1E23,CC-BY 4.0
360,1,360,360,2,"North Watershed, Jornada Basin, New Mexico, United States",32.513141,-106.793912,0.000775,164,Chihuahuan desert,13,Deserts & Xeric Shrublands,Nearctic,NE13,2,428,187.0005641,Nature Could Reach Half Protected,#E18C78,#CC6767,#7BC141,CC-BY 4.0
361,1,361,361,2,"Jianpinggou catchment, Longxi River watershed, China",31.090963,103.565726,3.5,586,Qionglai-Minshan conifer forests,5,Temperate Conifer Forests,Palearctic,PA05,3,706,30.78571314,Nature Could Recover,#29A26C,#458970,#F9A91B,CC-BY 4.0
362,1,362,362,2,"Instituto Arruda Botelho cerrado, Brazil",-22.18527,-47.87719,3,154,Cerrado,7,"Tropical & Subtropical Grasslands, Savannas & Shrublands",Neotropic,NO07,3,567,345.4494647,Nature Could Recover,#E69800,#FEAA01,#F9A91B,CC-BY 4.0
363,1,363,363,2,"Lajeado Ferreira, Brazil",-28.8244564,-52.2076059,1.23,39,Araucaria moist forests,1,Tropical & Subtropical Moist Broadleaf Forests,Neotropic,NO01,3,440,68.50344937,Nature Could Recover,#70A800,#38A700,#F9A91B,CC-BY 4.0
364,1,364,364,2,"McMurdo Dry Valleys, Antarctica",-77.440369,162.728838,22700,659,South Victoria Land tundra,11,Tundra,Antarctica,AN11,1,132,335.9923707,Half Protected,#5DA9DB,#9ED7C2,#257339,CC-BY 4.0
365,1,365,365,2,"San Lorencito headwater, Alberto Manuel Brenes Biological Reserve, Costa Rica",10.21882695,-84.59706275,3.2,724,Talamancan montane forests,1,Tropical & Subtropical Moist Broadleaf Forests,Neotropic,NO01,1,506,36.135686,Half Protected,#4C7300,#38A700,#257339,CC-BY 4.0
366,1,366,366,2,"Jonkershoek catchment, South Africa",-33.941637,18.854465,100,596,Renosterveld shrubland,12,"Mediterranean Forests, Woodlands & Scrub",Afrotropic,AF12,3,90,221.1530334,Nature Could Recover,#B54B01,#FE0000,#F9A91B,CC-BY 4.0
367,1,367,367,2,"Fukuroyamasawa Experimental Watershed B, Inokawa Watershed, Japan",35.21126,140.10345,5.07,719,Taiheiyo evergreen forests,4,Temperate Broadleaf & Mixed Forests,Palearctic,PA04,2,682,114.323183,Nature Could Reach Half Protected,#267300,#00734C,#7BC141,CC-BY 4.0
368,1,368,368,2,"Mogot Experimental Watershed, Siberia, Russia",55.5794142,124.8078083,30.8,220,East Siberian taiga,6,Boreal Forests/Taiga,Palearctic,PA06,2,710,472.1703843,Nature Could Reach Half Protected,#CA9BFB,#7AB6F5,#7BC141,CC-BY 4.0
369,1,369,369,2,"Mogot Experimental Watershed, Siberia, Russia",55.5794142,124.8078083,30.8,220,East Siberian taiga,6,Boreal Forests/Taiga,Palearctic,PA06,2,710,472.1703843,Nature Could Reach Half Protected,#CA9BFB,#7AB6F5,#7BC141,CC-BY 4.0
370,1,370,370,2,"HOAL Petzenkirchen, Vienna, Austria",48.150299,15.153005,0.66,786,Western European broadleaf forests,4,Temperate Broadleaf & Mixed Forests,Palearctic,PA04,3,686,116.4617981,Nature Could Recover,#89F261,#00734C,#F9A91B,CC-BY 4.0
371,1,371,371,2,"El Morro catchment, Argentina",-33.74,-65.36,1334,257,Espinal,8,"Temperate Grasslands, Savannas & Shrublands",Neotropic,NO08,3,575,57.73443153,Nature Could Recover,#829A2C,#FEFF73,#F9A91B,CC-BY 4.0
372,1,372,372,2,"Retiro headwater catchment, Peri Lake, Brazil",-27.720731,-48.507981,0.0265,623,Serra do Mar coastal forests,1,Tropical & Subtropical Moist Broadleaf Forests,Neotropic,NO01,2,500,67.99804359,Nature Could Reach Half Protected,#98E500,#38A700,#7BC141,CC-BY 4.0
373,1,373,373,2,"Walnut Gulch Experimental Watershed, Arizona, United States",31.7206782,-110.1857809,149,164,Chihuahuan desert,13,Deserts & Xeric Shrublands,Nearctic,NE13,2,428,187.0005641,Nature Could Reach Half Protected,#E18C78,#CC6767,#7BC141,CC-BY 4.0
374,1,374,374,2,"Little River Experimental Watershed, Georgia",31.481667,-83.584167,334,666,Southeast US conifer savannas,8,"Temperate Grasslands, Savannas & Shrublands",Nearctic,NE08,4,399,184.9701408,Nature Imperiled,#FFAA01,#FEFF73,#EE1E23,CC-BY 4.0
375,1,375,375,2,"Obere Brachtpe, Germany",50.98983333,7.751833333,2.6,786,Western European broadleaf forests,4,Temperate Broadleaf & Mixed Forests,Palearctic,PA04,3,686,116.4617981,Nature Could Recover,#89F261,#00734C,#F9A91B,CC-BY 4.0
376,1,376,376,2,"Bohlmicke, Germany",51.079496,7.893308,1,786,Western European broadleaf forests,4,Temperate Broadleaf & Mixed Forests,Palearctic,PA04,3,686,116.4617981,Nature Could Recover,#89F261,#00734C,#F9A91B,CC-BY 4.0
377,1,377,377,2,"Ruggbach, Austria",47.534675,9.741199,7.2,786,Western European broadleaf forests,4,Temperate Broadleaf & Mixed Forests,Palearctic,PA04,3,686,116.4617981,Nature Could Recover,#89F261,#00734C,#F9A91B,CC-BY 4.0
378,1,378,378,2,"Brixenbach, Austria",47.445798,12.263909,9.3,18,Alps conifer and mixed forests,5,Temperate Conifer Forests,Palearctic,PA05,2,689,45.80077612,Nature Could Reach Half Protected,#007C33,#458970,#7BC141,CC-BY 4.0
379,1,379,379,2,"Längentalbach, Austria",47.207224,11.004357,9.2,18,Alps conifer and mixed forests,5,Temperate Conifer Forests,Palearctic,PA05,2,689,45.80077612,Nature Could Reach Half Protected,#007C33,#458970,#7BC141,CC-BY 4.0
380,1,380,380,2,"Demnitzer Millcreek catchment, Germany",52.343881,14.188978,66,139,Central European mixed forests,4,Temperate Broadleaf & Mixed Forests,Palearctic,PA04,3,654,183.7378101,Nature Could Recover,#4DE600,#00734C,#F9A91B,CC-BY 4.0
381,1,381,381,2,"Slapton Wood catchment, Slapton Ley, United Kingdom",50.299712,-3.650863,0.93,116,Celtic broadleaf forests,4,Temperate Broadleaf & Mixed Forests,Palearctic,PA04,4,651,120.8093519,Nature Imperiled,#8DB376,#00734C,#EE1E23,CC-BY 4.0
382,1,382,382,2,"Logan River watershed, Utah, Utah",41.74355,-111.7839806,1372,777,Wasatch and Uinta montane forests,5,Temperate Conifer Forests,Nearctic,NE05,3,368,29.64239243,Nature Could Recover,#38A700,#458970,#F9A91B,CC-BY 4.0
383,1,383,383,2,"Turkey Lakes watershed, Ontario, Canada",47.0532083,-84.4037782,10.5,232,Eastern Canadian Forest-Boreal transition,4,Temperate Broadleaf & Mixed Forests,Nearctic,NE04,2,333,48.66691135,Nature Could Reach Half Protected,#73FA60,#00734C,#7BC141,CC-BY 4.0
384,1,384,384,2,"Buck Creek, New York, United States",43.743942,-74.722189,3.1,476,New England-Acadian forests,4,Temperate Broadleaf & Mixed Forests,Nearctic,NE04,4,338,146.8583702,Nature Imperiled,#5DA655,#00734C,#EE1E23,CC-BY 4.0
385,1,385,385,2,"Falling Rock, Robinson Forest, Kentucky, United States",37.476044,-83.137935,0.88,34,Appalachian mixed mesophytic forests,4,Temperate Broadleaf & Mixed Forests,Nearctic,NE04,2,329,59.08415806,Nature Could Reach Half Protected,#54FA42,#00734C,#7BC141,CC-BY 4.0
386,1,386,386,2,"Loch Vale watershed, Colorado, United States",40.29301,-105.65489,6.6,175,Colorado Rockies forests,5,Temperate Conifer Forests,Nearctic,NE05,3,353,58.14620954,Nature Could Recover,#6C9B53,#458970,#F9A91B,CC-BY 4.0
387,1,387,387,2,"Sleepers River, Vermont, United States",44.435335,-72.038429,111,476,New England-Acadian forests,4,Temperate Broadleaf & Mixed Forests,Nearctic,NE04,4,338,146.8583702,Nature Imperiled,#5DA655,#00734C,#EE1E23,CC-BY 4.0
388,1,388,388,2,"Sleepers River, Vermont, United States",44.435335,-72.038429,111,476,New England-Acadian forests,4,Temperate Broadleaf & Mixed Forests,Nearctic,NE04,4,338,146.8583702,Nature Imperiled,#5DA655,#00734C,#EE1E23,CC-BY 4.0
389,1,389,389,2,"Jalovecký Creek catchment, Slovakia",49.16235,19.64627,22.2,107,Carpathian montane forests,5,Temperate Conifer Forests,Palearctic,PA05,2,692,58.3675893,Nature Could Reach Half Protected,#A1B546,#458970,#7BC141,CC-BY 4.0
390,1,390,390,2,"Bruntland Burn catchment, Scotland, United Kingdom",57.044,-3.120762,3.2,88,Caledon conifer forests,5,Temperate Conifer Forests,Palearctic,PA05,4,691,14.13071236,Nature Imperiled,#76D145,#458970,#EE1E23,CC-BY 4.0
391,1,391,391,2,"Font del Regàs catchment, Spain",41.823924,2.460242,15.5,503,Northeast Spain and Southern France Mediterranean forests,12,"Mediterranean Forests, Woodlands & Scrub",Palearctic,PA12,3,799,60.05317293,Nature Could Recover,#D49E54,#FE0000,#F9A91B,CC-BY 4.0
392,1,392,392,2,"Fuirosos catchment, Spain",41.717246,2.574405,16.5,503,Northeast Spain and Southern France Mediterranean forests,12,"Mediterranean Forests, Woodlands & Scrub",Palearctic,PA12,3,799,60.05317293,Nature Could Recover,#D49E54,#FE0000,#F9A91B,CC-BY 4.0
393,1,393,393,2,"Oak Ridge Reservation, Tennessee, United States",35.92744,-84.40983,90.6,33,Appalachian-Blue Ridge forests,4,Temperate Broadleaf & Mixed Forests,Nearctic,NE04,2,331,66.56053763,Nature Could Reach Half Protected,#00734C,#00734C,#7BC141,CC-BY 4.0
394,1,394,394,2,"Upper Kuparuk River, Alaska, United States",68.649593,-149.416194,90.6,84,Brooks-British Range tundra,11,Tundra,Nearctic,NE11,1,411,87.11275438,Half Protected,#66BECA,#9ED7C2,#257339,CC-BY 4.0
395,1,395,395,2,"Nsimi watershed, Cameroon",3.20391,11.81497,0.6,529,Northwest Congolian lowland forests,1,Tropical & Subtropical Moist Broadleaf Forests,Afrotropic,AF01,2,26,61.65359861,Nature Could Reach Half Protected,#47B700,#38A700,#7BC141,CC-BY 4.0
