id,model_type,citation,url,attribution,attribution_url,figure_num,figure_caption,figure_url,textmodel_snipped,textmodel_section_number,textmodel_section_name,textmodel_page_number,watershed_name,lat,lon,area_km2,num_spatial_zones,spatial_property,num_temporal_zones,temporal_property,vegetation_info,soil_info,geol_info,topo_info,three_d_info,uncertainty_info,other_info,num_store,store_list,store_id_list,num_flux,flux_list,flux_id_list,dummy_column,huc_watershed_id
312,Text model,"MartÃ­nezâ€Mena, M., Albaladejo, J. and Castillo, V.M., 1998. Factors influencing surface runoff generation in a Mediterranean semiâ€arid environment: Chicamo watershed, SE Spain. Hydrological processes, 12(5), pp.741-754.",https://doi.org/10.1002/(SICI)1099-1085(19980430)12:5%3C741::AID-HYP622%3E3.0.CO;2-F,Not open-access,https://doi.org/10.1002/(SICI)1099-1085(19980430)12:5%3C741::AID-HYP622%3E3.0.CO;2-F,N/A,N/A,N/A,Redacted,N/A,Conclusions,753,"Chicamo watershed, Spain",38.192772,-1.05045,0.001,2,Soil or Geology,1,N,N,Soil hydraulic properties described,Geology described,N,N,N,N,2,"Soil water storage, Soil saturation","Sub.Soil.Store, Sub.Soil.Store.Satur",3,"Infiltration excess flow, Saturation excess flow, Infiltration","Surf.Over.IE, Surf.Over.SE, Surf.Inf.Inf",1,N/A
313,Text model,"Stewart, M.K., Mehlhorn, J. and Elliott, S., 2007. Hydrometric and natural tracer (oxygenâ€18, silica, tritium and sulphur hexafluoride) evidence for a dominant groundwater contribution to Pukemanga Stream, New Zealand. Hydrological Processes: An International Journal, 21(24), pp.3340-3356.",https://doi.org/10.1002/hyp.6557,Not open-access,https://doi.org/10.1002/hyp.6557,N/A,N/A,N/A,Redacted,N/A,Conclusions,3355,"Pukemanga Stream, New Zealand",-37.78434,175.06937,0.03,1,N,2,Event,N,N,N,N,N,N,N,3,"Groundwater storage, Soil water storage, Soil saturation","Sub.GW.Store, Sub.Soil.Store, Sub.Soil.Store.Satur",8,"Gaining stream, Ephemeral streamflow, Evapotranspiration, Exfiltration, Springflow, Groundwater flow, Overland Flow, Subsurface stormflow","Sub.GWSW.Gain, Chan.Flow.Ephem, Surf.ET, Sub.GW.Ret.Exf, Sub.GW.Ret.Spr, Sub.GW.Flow, Surf.Over, Sub.SSFlow",1,N/A
314,Text model,"Sandstrom, K., 1996. Hydrochemical deciphering of streamflow generation in semiâ€arid East Africa. Hydrological Processes, 10(5), pp.703-720.",https://doi.org/10.1002/(SICI)1099-1085(199605)10:5<703::AID-HYP313>3.0.CO;2-%23,Not open-access,https://doi.org/10.1002/(SICI)1099-1085(199605)10:5<703::AID-HYP313>3.0.CO;2-%23,N/A,N/A,N/A,Redacted,N/A,Streamflow generation in forested Harra catchment ,716,"Harra catchment, Babati, Tanzania",-4.353044,35.75521,2.8,1,N,1,N,N,N,N,N,N,N,N,2,"Soil saturation, Groundwater ridging","Sub.Soil.Store.Satur, Sub.GW.Disp.Ridge",9,"Vertical matrix flow, Saturation excess flow, Vertical drainage to groundwater, Reinfiltration, Infiltration excess flow, Gaining stream, Lateral macropore flow, Vertical macropore flow, Displacement of groundwater","Sub.Soil.Matrix, Surf.Over.SE, Sub.Soil.Drain, Surf.Inf.Inf.Reinf, Surf.Over.IE, Sub.GWSW.Gain, Sub.SSFlow.Macro, Sub.Soil.Macro, Sub.GW.Disp",1,N/A
315,Text model,"McCartney, M.P., Neal, C. and Neal, M., 1998. Use of deuterium to understand runoff generation in a headwater catchment containing a dambo. Hydrology and Earth System Sciences, 2(1), pp.65-76.",https://doi.org/10.5194/hess-2-65-1998,CC-BY-NC-SA,https://creativecommons.org/licenses/by-nc-sa/2.5/,N/A,N/A,N/A,Redacted,N/A,DAMBO RAINFALL-RUNOFF RELATIONSHIPS,74,"Grasslands Research Station, Marondera, Zimbabwe",-18.167186,31.474148,3.33,1,N,1,N,N,N,N,N,N,N,N,6,"Soil saturation, Soil water storage, Water Table, Perched water tables, Water table rise, Expansion of saturated areas","Sub.Soil.Store.Satur, Sub.Soil.Store, Sub.GW.Store.Wtable, Sub.GW.Store.Perch, Sub.GW.Store.Rise, Surf.Over.SE.Satexp",2,"Saturation excess flow, Capillary rise","Surf.Over.SE, Sub.Soil.Matrix.Capil",1,N/A
316,Text model,"Niedda, M., Castellini, M., Giadrossich, F. and Pirastru, M., 2013. Runoff generation processes in a Mediterranean research catchment (Sardinia). Journal of Agricultural Engineering, 44(s2).",https://doi.org/10.4081/jae.2013.249,CC-BY-NC,https://creativecommons.org/licenses/by-nc/4.0/,N/A,N/A,N/A,Redacted,N/A,Conclusions,46,"Baratz catchment, Sardinia, Italy",40.695773,8.235656,7.4,1,N,3,Season,N,N,N,N,N,N,N,4,"Water table rise, Water Table, Soil saturation, Soil water storage","Sub.GW.Store.Rise, Sub.GW.Store.Wtable, Sub.Soil.Store.Satur, Sub.Soil.Store",8,"Saturation excess flow, Lateral matrix flow, Subsurface stormflow, Lateral macropore flow, Exfiltration, Gaining stream, Infiltration, Exfiltration","Surf.Over.SE, Sub.SSFlow.Matrix, Sub.SSFlow, Sub.SSFlow.Macro, Sub.GW.Ret.Exf, Sub.GWSW.Gain, Surf.Inf.Inf, Sub.GW.Ret.Exf",1,N/A
317,Text model,"Sun, H., Kasahara, T., Otsuki, K., Saito, T. and Onda, Y., 2017. Spatio-temporal streamflow generation in a small, steep headwater catchment in western Japan. Hydrological Sciences Journal, 62(5), pp.818-829.",https://doi.org/10.1080/02626667.2016.1266635,Not open-access,https://doi.org/10.1080/02626667.2016.1266635,N/A,N/A,N/A,Redacted,4.4,Streamflow generation mechanism in the YEC,826,"Yayama Experimental Catchment, Kyushu, Japan",33.50307,130.64761,0.0298,1,N,3,Wetness,N,Soil hydraulic properties described,N,N,N,N,N,5,"Riparian aquifer storage, Water table rise, Soil water storage, Water Table, storage-discharge relationship","Chan.Store.Rip, Sub.GW.Store.Rise, Sub.Soil.Store, Sub.GW.Store.Wtable, Sub.GW.Store.Stdis",4,"Quickflow, Gaining stream, Subsurface stormflow, Connectivity between hillslopes and channel","Chan.Flow.Quick, Sub.GWSW.Gain, Sub.SSFlow, Sub.GWSW.Conn.Hill",1,N/A
318,Text model,"George, R.J. and Conacher, A.J. (1993), Mechanisms responsible for streamflow generation on a small, salt-affected and deeply weathered hillslope. Earth Surf. Process. Landforms, 18: 291-309. ",https://doi.org/10.1002/esp.3290180402,Not open-access,https://doi.org/10.1002/esp.3290180402,N/A,N/A,N/A,Redacted,N/A,Towards a runofl model,305,"Narrogin, Murray River, Australia",-32.962861,116.923541,0.012,1,N,3,Season and event,N,N,N,N,N,N,N,9,"Compaction, Perched water tables, Expansion of saturated areas, Depression storage, Water table fall, Soil water storage, Compaction, Hydrophobicity, Groundwater ridging","Surf.Inf.Soil.Compac, Sub.GW.Store.Perch, Surf.Over.SE.Satexp, Surf.Water.Depr, Sub.GW.Store.Fall, Sub.Soil.Store, Surf.Snow.Age.Compac, Surf.Inf.Soil.Hyphob, Sub.GW.Disp.Ridge",14,"Springflow, Infiltration excess flow, Quickflow, Return Flow, Infiltration, Gaining stream, Evaporation, Intermittent streamflow, Exfiltration, Vertical matrix flow, Intermittent streamflow, Subsurface stormflow, Capillary rise, Saturation excess flow","Sub.GW.Ret.Spr, Surf.Over.IE, Chan.Flow.Quick, Sub.GW.Ret, Surf.Inf.Inf, Sub.GWSW.Gain, Surf.ET.Evap, Chan.Flow.Interm, Sub.GW.Ret.Exf, Sub.Soil.Matrix, Chan.Flow.Interm, Sub.SSFlow, Sub.Soil.Matrix.Capil, Surf.Over.SE",1,N/A
319,Text model,"KuraÅ›, P.K., Weiler, M. and Alila, Y., 2008. The spatiotemporal variability of runoff generation and groundwater dynamics in a snow-dominated catchment. Journal of Hydrology, 352(1-2), pp.50-66.",https://doi.org/10.1016/j.jhydrol.2007.12.021,Not open-access,https://doi.org/10.1016/j.jhydrol.2007.12.021,N/A,N/A,N/A,Redacted,N/A,Conclusions,64,"Upper Penticton Creek Watershed Experiment, British Columbia, Canada",49.6461304,-119.3946035,4.74,1,N,2,Season,N,N,N,N,N,N,N,4,"Groundwater storage, Channel storage, Riparian aquifer storage, Water table rise","Sub.GW.Store, Chan.Store, Chan.Store.Rip, Sub.GW.Store.Rise",6,"Connectivity, Vertical drainage to groundwater, Subsurface stormflow, Overland Flow, Lateral matrix flow, Snowmelt","Sub.GWSW.Conn, Sub.Soil.Drain, Sub.SSFlow, Surf.Over, Sub.SSFlow.Matrix, Surf.Snow.Melt",1,N/A
320,Text model,"Hatley, C.M., Armijo, B., Andrews, K., Anhold, C., Nippert, J.B. and Kirk, M.F., 2023. Intermittent streamflow generation in a merokarst headwater catchment. Environmental Science: Advances.",https://doi.org/10.1039/D2VA00191H,CC-BY,https://creativecommons.org/licenses/by/4.0/,N/A,N/A,N/A,Redacted,4.6,Implications,128,"Watershed N04D, Konza Prairie LTER, Kansas, United States",39.087397,-96.584597,1.2,1,N,1,N,N,N,Geology described,N,N,N,N,2,"Multiple storage reservoirs producing discharge, Groundwater storage","Sub.GW.Store.Mult, Sub.GW.Store",7,"Intermittent streamflow, Groundwater flow, Connectivity, Vertical macropore flow, Pistonflow, Gaining stream, Overland Flow","Chan.Flow.Interm, Sub.GW.Flow, Sub.GWSW.Conn, Sub.Soil.Macro, Sub.GW.Disp.Piston, Sub.GWSW.Gain, Surf.Over",1,N/A
321,Text model,"Lana-Renault, N., Latron, J. and RegÃ¼Ã©s, D., 2007. Streamflow response and water-table dynamics in a sub-Mediterranean research catchment (Central Pyrenees). Journal of Hydrology, 347(3-4), pp.497-507.",https://doi.org/10.1016/j.jhydrol.2007.09.037,Not open-access,https://doi.org/10.1016/j.jhydrol.2007.09.037,N/A,N/A,N/A,Redacted,N/A,Analysis of the streamflow and groundwater response at the event scale,503,"ArnÃ¡s catchment, Spain",42.63864,-0.586388,2.84,1,N,3,Season,N,N,N,N,N,N,N,2,"Water table rise, Soil saturation","Sub.GW.Store.Rise, Sub.Soil.Store.Satur",5,"Saturation excess flow, Connectivity, Lateral matrix flow, IE flow from impermeable areas, Infiltration excess flow","Surf.Over.SE, Sub.GWSW.Conn, Sub.SSFlow.Matrix, Surf.Over.IE.Imp, Surf.Over.IE",1,N/A
322,Text model,"Masiyandima, M.C., van de Giesen, N., Diatta, S., Windmeijer, P.N. and Steenhuis, T.S., 2003. The hydrology of inland valleys in the subâ€humid zone of West Africa: rainfallâ€runoff processes in the M'bÃ© experimental watershed. Hydrological Processes, 17(6), pp.1213-1225.",https://doi.org/10.1002/hyp.1191,Not open-access,https://doi.org/10.1002/hyp.1191,N/A,N/A,N/A,Redacted,N/A,Conclusions,1224,"Mâ€™b Ìe experimental watershed, Cote d'Ivoire",7.848708,-5.089102,1.3,1,N,2,Wetness,N,N,N,N,N,N,N,4,"Soil saturation, Groundwater ridging, Soil water storage, Groundwater storage","Sub.Soil.Store.Satur, Sub.GW.Disp.Ridge, Sub.Soil.Store, Sub.GW.Store",3,"Saturation excess flow, Groundwater flow, Channel flow","Surf.Over.SE, Sub.GW.Flow, Chan.Flow",1,N/A
323,Text model,"LÃpez-Moreno, J.I., Granados, I., Ceballos-Barbancho, A., MorÃ¡n-Tejeda, E., Revuelto, J., Alonso-GonzÃ¡lez, E., Gascoin, S., Herrero, J., Deschamps-Berger, C. and Latron, J., 2023. The signal of snowmelt in streamflow and stable water isotopes in a high mountain catchment in Central Spain. Journal of Hydrology: Regional Studies, 46, p.101356.",https://doi.org/10.1016/j.ejrh.2023.101356,CC-BY-NC-ND,https://creativecommons.org/licenses/by-nc-nd/4.0/,N/A,N/A,N/A,Redacted,5,Discussion,8,"PeÃ±alara catchment, Spain",40.83699583,-3.950986803,107,1,N,2,Season,N,N,Geology described,N,N,N,N,3,"Snow storage, Groundwater storage, Lake storage","Surf.Snow.Stor, Sub.GW.Store, Surf.Water.Lake",7,"Vertical drainage to groundwater, Gaining stream, Pistonflow, Diurnal cycles in snowmelt, Snowmelt, Infiltration into snowpack, Intermittent streamflow","Sub.Soil.Drain, Sub.GWSW.Gain, Sub.GW.Disp.Piston, Surf.Snow.Melt.Diurn, Surf.Snow.Melt, Surf.Snow.Inf, Chan.Flow.Interm",1,N/A
324,Text model,"PesÃ¡ntez, J., Birkel, C., Mosquera, G.M., CÃ©lleri, R., Contreras, P., CÃ¡rdenas, I. and Crespo, P., 2023. Bridging the gap from hydrological to biogeochemical processes using tracer-aided hydrological models in a tropical montane ecosystem. Journal of Hydrology, p.129328.",https://doi.org/10.1016/j.jhydrol.2023.129328,Not open-access,https://doi.org/10.1016/j.jhydrol.2023.129328,N/A,N/A,N/A,Redacted,2,Study site and current understanding of hydrological processes,2,"Subcatchment of Zhurucay Ecohydrological Observatory, Ecuador",-3.079411,-79.233237,3.28,2,Hillslope position,1,N,Vegetation described,Soil types described,Geology described,N,N,N,N,3,"Organic Layer, Groundwater storage, Soil saturation","Sub.Soil.Store.Organ, Sub.GW.Store, Sub.Soil.Store.Satur",6,"Springflow, Infiltration, Vertical matrix flow, Connectivity, Organic layer interflow, Gaining stream","Sub.GW.Ret.Spr, Surf.Inf.Inf, Sub.Soil.Matrix, Sub.GWSW.Conn, Sub.SSFlow.Organ, Sub.GWSW.Gain",1,N/A
325,Text model,"MÃ©rot, P., Durand, P. and Morisson, C., 1995. Four-component hydrograph separation using isotopic and chemical determinations in an agricultural catchment in Western France. Physics and Chemistry of the Earth, 20(3-4), pp.415-425.",https://doi.org/10.1016/0079-1946(95)00055-0,Not open-access,https://doi.org/10.1016/0079-1946(95)00055-0,N/A,N/A,N/A,Redacted,N/A,Further Comments,423,"Coet Dan, Brittany, France",47.976,-2.812313,12,1,N,1,N,N,N,N,N,N,N,N,4,"Groundwater storage, Soil saturation, Riparian aquifer storage, Soil water storage","Sub.GW.Store, Sub.Soil.Store.Satur, Chan.Store.Rip, Sub.Soil.Store",5,"Exfiltration, Channel flow, Lateral macropore flow, Infiltration, Mixing","Sub.GW.Ret.Exf, Chan.Flow, Sub.SSFlow.Macro, Surf.Inf.Inf, Sub.Soil.Mix",1,N/A
326,Text model,"Lambert, T., Pierson-Wickmann, A.C., Gruau, G., Thibault, J.N. and Jaffrezic, A., 2011. Carbon isotopes as tracers of dissolved organic carbon sources and water pathways in headwater catchments. Journal of Hydrology, 402(3-4), pp.228-238.",https://doi.org/10.1016/j.jhydrol.2011.03.014,N/A,https://doi.org/10.1016/j.jhydrol.2011.03.014,N/A,N/A,N/A,Redacted,2.1,Site Description,229,"Kervidy-Naizin catchment, Brittany, France",48.007093,-2.83103,5,2,Hillslope position,1,N,Vegetation described,Soil types described,Geology described,Slopes described,N,N,N,5,"Soil water storage, Soil saturation, Expansion of saturated areas, Water Table, Groundwater storage","Sub.Soil.Store, Sub.Soil.Store.Satur, Surf.Over.SE.Satexp, Sub.GW.Store.Wtable, Sub.GW.Store",3,"Gaining stream, Vertical matrix flow, Intermittent streamflow","Sub.GWSW.Gain, Sub.Soil.Matrix, Chan.Flow.Interm",1,N/A
327,Text model,"Nanda, A., Sen, S. and McNamara, J.P., 2019. How spatiotemporal variation of soil moisture can explain hydrological connectivity of infiltration-excess dominated hillslope: Observations from lesser Himalayan landscape. Journal of Hydrology, 579, p.124146.",https://doi.org/10.1016/j.jhydrol.2019.124146,Not open-access,https://doi.org/10.1016/j.jhydrol.2019.124146,N/A,N/A,N/A,Redacted,N/A,Abstract,1,"Aglar watershed, India",30.50904,78.145593,-9999,2,Land use / Land cover,1,N,Vegetation described,N,N,N,N,N,N,1,Soil water storage,Sub.Soil.Store,2,"Infiltration excess flow, Reinfiltration","Surf.Over.IE, Surf.Inf.Inf.Reinf",1,N/A
328,Text model,"Basant, S., Wilcox, B.P., Leite, P.M. and Morgan, C.L., 2020. When savannas recover from overgrazing, ecohydrological connectivity collapses. Environmental Research Letters, 15(5), p.054001.",https://doi.org/10.1088/1748-9326/ab71a1,CC-BY,https://creativecommons.org/licenses/by/4.0/,N/A,N/A,N/A,Redacted,N/A,The combination of rangeland recovery and WPE alters ecohydrological connectivity,8,"La Copita Research Area, Texas Agricultural Experiment Station, United States",27.65861415,-98.20936045,11,2,Land use / Land cover,1,N,Vegetation described,N,N,N,N,N,N,3,"Soil water storage, Compaction, Compaction","Sub.Soil.Store, Surf.Snow.Age.Compac, Surf.Inf.Soil.Compac",1,Overland Flow,Surf.Over,1,N/A
329,Text model,"Aubry-Wake, C., Pradhananga, D., & Pomeroy, J. W. (2022). Hydrological process controls on streamflow variability in a glacierized headwater basin. Hydrological Processes, 36(10), e14731. https://doi.org/10.1002/hyp.14731",https://onlinelibrary.wiley.com/doi/abs/10.1002/hyp.14731,Not open-access,https://onlinelibrary.wiley.com/doi/abs/10.1002/hyp.14731,N/A,N/A,N/A,Redacted,5,Conclusions,18,"Peyto Glacier Research Basin, Canada",51.68685865,-116.5371596,23.6,1,N,1,N,N,N,N,N,N,N,N,3,"Glacier storage, Change in albedo, Snow storage","Surf.Glac.Stor, Surf.Snow.Age.Albedo, Surf.Snow.Stor",4,"Snowmelt, Firnmelt, Glacier icemelt, Channel flow","Surf.Snow.Melt, Surf.Glac.Melt.Firn, Surf.Glac.Melt.Ice, Chan.Flow",1,N/A
330,Text model,"Rothwell, R., Hillman, G., and Pomeroy, J. W., 2016. : Marmot Creek Experimental Watershed Study, Forest. Chron., 92, 32â€“36, https://doi.org/10.5558/tfc2016-010, 2016.â€‚",https://pubs.cif-ifc.org/doi/pdf/10.5558/tfc2016-010,Not open-access,https://pubs.cif-ifc.org/doi/pdf/10.5558/tfc2016-010,N/A,N/A,N/A,Redacted,N/A,Research Studies 2004â€“2013,34,"Marmot Creek Experimental Watershed, Canada",50.94939,-115.1509,9.4,1,N,1,N,N,N,N,N,N,N,N,2,"Snow storage, Ripening","Surf.Snow.Stor, Surf.Snow.Melt.Ripen",6,"Sublimation during blowing snow events, Snowmelt, Canopy snow interception , Sublimation, Snow drifting, Canopy sublimation","Surf.Snow.Subl.Blow, Surf.Snow.Melt, Surf.Snow.Canopy, Surf.Snow.Subl, Surf.Snow.Drift, Surf.Snow.Subl.Canopy",1,N/A
331,Text model,"Van der Kamp, G., Hayashi, M. and Gallen, D., 2003. Comparing the hydrology of grassed and cultivated catchments in the semiâ€arid Canadian prairies. Hydrological Processes, 17(3), pp.559-575.",https://doi.org/10.1002/hyp.1157,Crown copyright Canada (allows reproduction),https://doi.org/10.1002/hyp.1157,N/A,N/A,N/A,Redacted,N/A,Conclusions,574,"St. Denis National Wildlife Area, Canada",52.033333,-106.1,4,2,Land use / Land cover,1,N,Vegetation described,N,N,N,N,N,N,4,"Seasonal soil freeze/thaw, Soil water storage, Snow storage, Soil saturation","Surf.Frozen.FrzThw, Sub.Soil.Store, Surf.Snow.Stor, Sub.Soil.Store.Satur",5,"Vertical macropore flow, Infiltration, Transpiration, Snowmelt, Snow drifting","Sub.Soil.Macro, Surf.Inf.Inf, Surf.ET.Transp, Surf.Snow.Melt, Surf.Snow.Drift",1,N/A
332,Text model,"Mair, A., Fares, A, 2011. Time series analysis of daily rainfall and streamflow in a volcanic dike-intruded aquifer system, Oâ€˜ahu, Hawaiâ€˜i, USA. Hydrogeol J 19, 929â€“944 (2011).",https://doi.org/10.1007/s10040-011-0740-3,Not open-access,https://doi.org/10.1007/s10040-011-0740-3,N/A,N/A,N/A,Redacted,N/A,Conceptual model of groundwater occurrence and discharge to the stream,931,"MÄkaha valley, Oâ€˜ahu, Hawaiâ€˜i, United States",21.476346,-158.219081,23.9,1,N,1,N,N,N,Geology described,N,N,N,N,2,"Groundwater storage, Water Table","Sub.GW.Store, Sub.GW.Store.Wtable",5,"Vertical drainage to groundwater, Infiltration, Losing stream, Gaining stream, Perennial flow","Sub.Soil.Drain, Surf.Inf.Inf, Sub.GWSW.Lose, Sub.GWSW.Gain, Chan.Flow.Peren",1,N/A
333,Text model,"Steiner, J.F., Gurung, T.R., Joshi, S.P., Koch, I., Saloranta, T., Shea, J., Shrestha, A.B., Stigter, E. and Immerzeel, W.W., 2021. Multiâ€year observations of the high mountain water cycle in the Langtang catchment, Central Himalaya. Hydrological Processes, 35(5), p.e14189.",https://doi.org/10.1002/hyp.14189,CC-BY,https://creativecommons.org/licenses/by/4.0/,N/A,N/A,N/A,Redacted,4,Research insights,4,"Langtang catchment, Himalaya, Nepal",28.16295,85.3451531,585,1,N,3,Season,N,N,N,N,N,N,N,6,"Snow storage, Glacier storage, Soil saturation, Soil water storage, Seasonal soil freeze/thaw, Refreezing","Surf.Snow.Stor, Surf.Glac.Stor, Sub.Soil.Store.Satur, Sub.Soil.Store, Surf.Frozen.FrzThw, Surf.Snow.Refrz",3,"Diurnal cycles in snowmelt, Snowmelt, Glacier icemelt","Surf.Snow.Melt.Diurn, Surf.Snow.Melt, Surf.Glac.Melt.Ice",1,N/A
334,Text model,"Helbig, M., Boike, J., Langer, M., Schreiber, P., Runkle, B.R. and Kutzbach, L., 2013. Spatial and seasonal variability of polygonal tundra water balance: Lena River Delta, northern Siberia (Russia). Hydrogeol. J, 21(1), pp.133-147.",https://doi.org/10.1007/s10040-012-0933-4,Not open-access,https://doi.org/10.1007/s10040-012-0933-4,N/A,N/A,N/A,Redacted,N/A,Conclusion,145,"Samoylov Island, Lena River Delta, Siberia, Russia",72.38005,126.48336,0.6,1,N,1,N,Vegetation described,N,N,Slopes described,N,N,N,5,"Snow storage, Depression storage, Soil water storage, Seasonal soil freeze/thaw, Organic Layer","Surf.Snow.Stor, Surf.Water.Depr, Sub.Soil.Store, Surf.Frozen.FrzThw, Sub.Soil.Store.Organ",4,"Evapotranspiration, Groundwater flooding, Snowmelt, Organic layer interflow","Surf.ET, Sub.GW.Ret.Flood, Surf.Snow.Melt, Sub.SSFlow.Organ",1,N/A
335,Text model,"McHale, M.R., McDonnell, J.J., Mitchell, M.J. and Cirmo, C.P., 2002. A fieldâ€based study of soil water and groundwater nitrate release in an Adirondack forested watershed. Water Resources Research, 38(4), pp.2-1.",https://doi.org/10.1029/2000WR000102,Not open-access,https://doi.org/10.1029/2000WR000102,N/A,N/A,N/A,Redacted,5.2,Conceptualization of NO3âˆ’ Release,13,"Archer Creek watershed, New York, United States",43.993389,-74.245337,1.35,1,N,1,N,N,N,N,N,N,N,N,6,"Water table rise, Soil saturation, Groundwater storage, Riparian aquifer storage, Channel storage, Soil water storage","Sub.GW.Store.Rise, Sub.Soil.Store.Satur, Sub.GW.Store, Chan.Store.Rip, Chan.Store, Sub.Soil.Store",9,"Springflow, Rill flow, Lateral macropore flow at soil-bedrock interface, Mixing, Saturation excess flow, Vertical matrix flow, Infiltration, Gaining stream, Topographic convergence","Sub.GW.Ret.Spr, Surf.Over.Rill, Sub.SSFlow.Macro.Bedrk, Sub.Soil.Mix, Surf.Over.SE, Sub.Soil.Matrix, Surf.Inf.Inf, Sub.GWSW.Gain, Sub.SSFlow.Conv",1,N/A
336,Text model,"Munk, L.A., Boutt, D.F., Moran, B.J., McKnight, S.V. and Jenckes, J., 2021. Hydrogeologic and Geochemical Distinctions in Freshwaterâ€Brine Systems of an Andean Salar. Geochemistry, Geophysics, Geosystems, 22(3), p.e2020GC009345.",https://doi.org/10.1029/2020GC009345,Not open-access,N,N/A,N/A,N/A,Redacted,5,Flow Path Evolution,13,"Salar de Atacama, Chile",-23.5,-68.25,17000,1,N,1,N,N,N,Geology described,N,N,N,N,2,"Lake storage, Regional Groundwater storage","Surf.Water.Lake, Sub.GW.Store.Region",5,"Groundwater flow, Regional groundwater flow, Exfiltration, Springflow, Evaporation","Sub.GW.Flow, Sub.GW.Flow.Region, Sub.GW.Ret.Exf, Sub.GW.Ret.Spr, Surf.ET.Evap",1,N/A
337,Text model,"Lyon, S.W., Troch, P.A., Broxton, P.D., Molotch, N.P. and Brooks, P.D., 2008. Monitoring the timing of snowmelt and the initiation of streamflow using a distributed network of temperature/light sensors. Ecohydrology: Ecosystems, Land and Water Process Interactions, Ecohydrogeomorphology, 1(3), pp.215-224.",https://doi.org/10.1002/eco.18,Not open-access,N,N/A,N/A,N/A,Redacted,N/A,Mound-of-water conceptual model,221,"Valles Caldera, Jemez, New Mexico, United States",35.8291983,-106.6425054,349,1,N,4,Season,N,N,N,N,N,Uncertainty described,N,5,"Snow storage, Soil water storage, Water table fall, Water table rise, Water Table","Surf.Snow.Stor, Sub.Soil.Store, Sub.GW.Store.Fall, Sub.GW.Store.Rise, Sub.GW.Store.Wtable",5,"Vertical drainage to groundwater, Snowmelt, Infiltration, Intermittent streamflow, Evapotranspiration","Sub.Soil.Drain, Surf.Snow.Melt, Surf.Inf.Inf, Chan.Flow.Interm, Surf.ET",1,N/A
338,Text model,"De Figueiredo, J.V., de AraÃºjo, J.C., Medeiros, P.H.A. and Costa, A.C., 2016. Runoff initiation in a preserved semiarid Caatinga small watershed, Northeastern Brazil. Hydrological Processes, 30(13), pp.2390-2400.",https://doi.org/10.1002/hyp.10801,N/A,https://doi.org/10.1002/hyp.10801,N/A,N/A,N/A,Redacted,N/A,Results and Discussion,2393,"Aiuaba Experimental Basin, Brazil",-6.7,-40.291667,12,1,N,1,N,N,N,Geology described,N,N,N,N,2,"Water Table, Soil stratification","Sub.GW.Store.Wtable, Sub.Soil.Store.Layer",6,"Groundwater flow, Evapotranspiration, Infiltration, Exfiltration, Ephemeral streamflow, Canopy Interception","Sub.GW.Flow, Surf.ET, Surf.Inf.Inf, Sub.GW.Ret.Exf, Chan.Flow.Ephem, Surf.Int.Int.Canopy",1,N/A
339,Text model,"Penny, G., Srinivasan, V., Apoorva, R., Jeremiah, K., Peschel, J., Young, S. and Thompson, S., 2020. A processâ€based approach to attribution of historical streamflow decline in a dataâ€scarce and humanâ€dominated watershed. Hydrological Processes, 34(8), pp.1981-1995.",https://doi.org/10.1002/hyp.13707,Not open-access,N,N/A,N/A,N/A,Redacted,4.1,Contemporary streamflow generation,1989,"TG Halli watershed, India",12.9704671,77.3395812,1447,1,N,1,N,N,N,N,N,N,N,N,2,"Soil saturation, Soil water storage","Sub.Soil.Store.Satur, Sub.Soil.Store",3,"Rill flow, Infiltration excess flow, Vertical matrix flow","Surf.Over.Rill, Surf.Over.IE, Sub.Soil.Matrix",1,N/A
340,Text model,"Saffarpour, S., Western, A.W., Adams, R. and McDonnell, J.J., 2016. Multiple runoff processes and multiple thresholds control agricultural runoff generation. Hydrology and Earth System Sciences, 20(11), pp.4525-4545.",https://doi.org/10.5194/hess-20-4525-2016,CC-BY,https://creativecommons.org/licenses/by/4.0/,N/A,N/A,N/A,Redacted,5,Conclusion,4542,"RBF subcatchment, Lang Lang River catchment, Australia",-38.34202671,145.8575457,0.0137,1,N,2,Wetness,N,N,N,N,N,Multiple interpretations demonstrated,N,5,"Riparian aquifer storage, Soil water storage, Soil saturation, Water Table, Water table rise","Chan.Store.Rip, Sub.Soil.Store, Sub.Soil.Store.Satur, Sub.GW.Store.Wtable, Sub.GW.Store.Rise",6,"Lateral macropore flow, Connectivity, SE flow from riparian zone, Subsurface stormflow, Infiltration excess flow, Gaining stream","Sub.SSFlow.Macro, Sub.GWSW.Conn, Surf.Over.SE.Rip, Sub.SSFlow, Surf.Over.IE, Sub.GWSW.Gain",1,N/A
